class_id,teacher_id,district_id,location,opportunity_zone,locale_description,account_creation_date.x,assignment_reports_viewed_fraction,student_reports_viewed_fraction,graded_open_response_fraction,open_response_comment_fraction,class_creation_date,student_count,problem_sets_assigned,skill_builders_assigned,student_id,account_creation_date.y,started_problem_sets_count,completed_problem_sets_count,started_skill_builders_count,mastered_skill_builders_count,answered_problems_count,mean_problem_correctness,mean_problem_time_on_task,log_id,assignment_id,problem_id,start_time,time_on_task,answer_before_tutoring,fraction_of_hints_used,attempt_count,answer_given,problem_completed,correct
1018,9966,111,Arizona,Yes,Suburb,2019-06-13 11:38:09.260000-04:00,0.294545455,0,0,0,2019-07-22 15:51:37.349000-04:00,29,69,0,12330,2019-08-09 14:52:32.068000-04:00,22,19,0,0,221,0.868613139,75.05386425,776957,61891,1495623,2020-01-12 22:37:45.137000-05:00,178.593,FALSE,0,1,TRUE,TRUE,FALSE
1018,9966,111,Arizona,Yes,Suburb,2019-06-13 11:38:09.260000-04:00,0.294545455,0,0,0,2019-07-22 15:51:37.349000-04:00,29,69,0,12315,2019-08-09 14:51:50.048000-04:00,15,12,0,0,153,0.85106383,85.78537908,776957,61891,1495623,2020-01-12 22:37:45.137000-05:00,178.593,FALSE,0,1,TRUE,TRUE,FALSE
1018,9966,111,Arizona,Yes,Suburb,2019-06-13 11:38:09.260000-04:00,0.294545455,0,0,0,2019-07-22 15:51:37.349000-04:00,29,69,0,12329,2019-08-09 14:52:26.376000-04:00,38,38,0,0,494,0.780185759,74.6886417,776957,61891,1495623,2020-01-12 22:37:45.137000-05:00,178.593,FALSE,0,1,TRUE,TRUE,FALSE
1018,9966,111,Arizona,Yes,Suburb,2019-06-13 11:38:09.260000-04:00,0.294545455,0,0,0,2019-07-22 15:51:37.349000-04:00,29,69,0,12323,2019-08-09 14:51:59.174000-04:00,17,11,0,0,152,0.822222222,33.74335526,776957,61891,1495623,2020-01-12 22:37:45.137000-05:00,178.593,FALSE,0,1,TRUE,TRUE,FALSE
1018,9966,111,Arizona,Yes,Suburb,2019-06-13 11:38:09.260000-04:00,0.294545455,0,0,0,2019-07-22 15:51:37.349000-04:00,29,69,0,12316,2019-08-09 14:51:50.695000-04:00,25,23,0,0,324,0.8,96.83166667,776957,61891,1495623,2020-01-12 22:37:45.137000-05:00,178.593,FALSE,0,1,TRUE,TRUE,FALSE
1018,9966,111,Arizona,Yes,Suburb,2019-06-13 11:38:09.260000-04:00,0.294545455,0,0,0,2019-07-22 15:51:37.349000-04:00,29,69,0,15696,2019-08-15 15:34:18.183000-04:00,14,10,0,0,178,0.840336134,53.32433146,776957,61891,1495623,2020-01-12 22:37:45.137000-05:00,178.593,FALSE,0,1,TRUE,TRUE,FALSE
1018,9966,111,Arizona,Yes,Suburb,2019-06-13 11:38:09.260000-04:00,0.294545455,0,0,0,2019-07-22 15:51:37.349000-04:00,29,69,0,12317,2019-08-09 14:51:50.787000-04:00,6,6,0,0,72,0.8125,67.08223611,776957,61891,1495623,2020-01-12 22:37:45.137000-05:00,178.593,FALSE,0,1,TRUE,TRUE,FALSE
1018,9966,111,Arizona,Yes,Suburb,2019-06-13 11:38:09.260000-04:00,0.294545455,0,0,0,2019-07-22 15:51:37.349000-04:00,29,69,0,12314,2019-08-09 14:51:49.534000-04:00,48,46,0,0,601,0.791044776,90.12692845,776957,61891,1495623,2020-01-12 22:37:45.137000-05:00,178.593,FALSE,0,1,TRUE,TRUE,FALSE
1018,9966,111,Arizona,Yes,Suburb,2019-06-13 11:38:09.260000-04:00,0.294545455,0,0,0,2019-07-22 15:51:37.349000-04:00,29,69,0,12335,2019-08-09 14:53:14.928000-04:00,21,17,0,0,263,0.675675676,129.6549734,776957,61891,1495623,2020-01-12 22:37:45.137000-05:00,178.593,FALSE,0,1,TRUE,TRUE,FALSE
1018,9966,111,Arizona,Yes,Suburb,2019-06-13 11:38:09.260000-04:00,0.294545455,0,0,0,2019-07-22 15:51:37.349000-04:00,29,69,0,12334,2019-08-09 14:52:53.810000-04:00,15,13,0,0,184,0.890625,31.49800543,776957,61891,1495623,2020-01-12 22:37:45.137000-05:00,178.593,FALSE,0,1,TRUE,TRUE,FALSE
1018,9966,111,Arizona,Yes,Suburb,2019-06-13 11:38:09.260000-04:00,0.294545455,0,0,0,2019-07-22 15:51:37.349000-04:00,29,69,0,12508,2019-08-09 18:07:18.926000-04:00,2,0,0,0,4,0.666666667,99.457,776957,61891,1495623,2020-01-12 22:37:45.137000-05:00,178.593,FALSE,0,1,TRUE,TRUE,FALSE
